file_path,file_class,file_name,A3
database_normalized\RectangleTable\D00530.obj,RectangleTable,D00530.obj,"[0.0441  0.07408 0.08132 0.08916 0.10189 0.10941 0.09164 0.07228 0.06249
 0.06221 0.05658 0.04621 0.03316 0.02381 0.01719 0.01246 0.00912 0.00692
 0.00414 0.00183]"
database_normalized\RectangleTable\D00571.obj,RectangleTable,D00571.obj,"[0.03934 0.07435 0.0946  0.09793 0.10041 0.09438 0.08587 0.07626 0.06429
 0.05759 0.05171 0.04385 0.03343 0.02722 0.02022 0.01439 0.01091 0.00712
 0.00414 0.00199]"
database_normalized\RectangleTable\D00603.obj,RectangleTable,D00603.obj,"[0.13775 0.03777 0.12031 0.04767 0.0368  0.03677 0.06196 0.11742 0.06173
 0.10282 0.09627 0.04284 0.02844 0.02198 0.01658 0.01126 0.0089  0.00706
 0.00411 0.00156]"
database_normalized\RectangleTable\D00678.obj,RectangleTable,D00678.obj,"[0.11813 0.0812  0.05467 0.10906 0.092   0.06258 0.0592  0.05259 0.05192
 0.05209 0.04616 0.04999 0.05667 0.03279 0.02447 0.01535 0.01327 0.01258
 0.01095 0.00433]"
database_normalized\RectangleTable\D00714.obj,RectangleTable,D00714.obj,"[0.08459 0.10894 0.11312 0.07729 0.05849 0.05231 0.05421 0.06599 0.07006
 0.06873 0.05794 0.04116 0.03245 0.02708 0.02237 0.01966 0.01698 0.01314
 0.01021 0.00528]"
database_normalized\RectangleTable\D00766.obj,RectangleTable,D00766.obj,"[0.07936 0.10267 0.10026 0.09506 0.08607 0.07611 0.06688 0.05853 0.05063
 0.04483 0.03877 0.03374 0.03132 0.02738 0.02511 0.02175 0.01989 0.01777
 0.01507 0.0088 ]"
database_normalized\RectangleTable\D00944.obj,RectangleTable,D00944.obj,"[0.04941 0.07796 0.08145 0.08589 0.10115 0.10529 0.09004 0.07251 0.06396
 0.0589  0.0548  0.04259 0.03314 0.02418 0.01829 0.01397 0.01061 0.00795
 0.0056  0.00231]"
database_normalized\RectangleTable\D00954.obj,RectangleTable,D00954.obj,"[0.04127 0.07569 0.08921 0.09691 0.09962 0.0955  0.08478 0.0752  0.06935
 0.06159 0.05366 0.04226 0.03204 0.02554 0.01905 0.01418 0.01049 0.00748
 0.00432 0.00186]"
database_normalized\RectangleTable\m763.obj,RectangleTable,m763.obj,"[0.04272 0.08093 0.09694 0.10062 0.09814 0.0912  0.08089 0.07019 0.06033
 0.05504 0.05065 0.04319 0.03366 0.02642 0.02105 0.0167  0.0129  0.00985
 0.00591 0.00267]"
database_normalized\RectangleTable\m764.obj,RectangleTable,m764.obj,"[0.05171 0.07735 0.07835 0.08405 0.09952 0.10132 0.09548 0.08463 0.07159
 0.0564  0.04659 0.03722 0.02873 0.02271 0.0171  0.0136  0.01172 0.0104
 0.00746 0.00407]"
database_normalized\RectangleTable\m765.obj,RectangleTable,m765.obj,"[0.05515 0.0799  0.0901  0.09774 0.09845 0.0827  0.07641 0.07324 0.06321
 0.06052 0.05461 0.0413  0.03377 0.02534 0.01983 0.01558 0.01257 0.00974
 0.00685 0.00299]"
database_normalized\RectangleTable\m870.obj,RectangleTable,m870.obj,"[0.06285 0.10442 0.10681 0.10021 0.08648 0.07029 0.06403 0.0586  0.05542
 0.05075 0.0449  0.03703 0.03302 0.02963 0.02575 0.02185 0.01879 0.0152
 0.00983 0.00414]"
database_normalized\RectangleTable\m871.obj,RectangleTable,m871.obj,"[0.03696 0.06612 0.08834 0.09817 0.10084 0.09755 0.09165 0.08153 0.07182
 0.06492 0.05441 0.04268 0.03156 0.02296 0.01656 0.01239 0.00916 0.00673
 0.00423 0.00142]"
database_normalized\RectangleTable\m872.obj,RectangleTable,m872.obj,"[0.08614 0.09427 0.107   0.09194 0.06783 0.06163 0.05723 0.06274 0.06035
 0.06445 0.05742 0.04087 0.03219 0.02759 0.02445 0.01986 0.0162  0.01309
 0.00952 0.00523]"
database_normalized\RectangleTable\m873.obj,RectangleTable,m873.obj,"[0.09976 0.10352 0.09027 0.0812  0.07202 0.06503 0.06271 0.05941 0.05683
 0.05321 0.0491  0.04528 0.03851 0.03396 0.02727 0.02187 0.01638 0.01181
 0.00816 0.0037 ]"
database_normalized\RectangleTable\m874.obj,RectangleTable,m874.obj,"[0.04926 0.09694 0.11789 0.10296 0.08818 0.07337 0.06552 0.05989 0.05607
 0.05121 0.04577 0.03924 0.03547 0.03164 0.02644 0.02128 0.01657 0.01233
 0.00711 0.00286]"
database_normalized\RectangleTable\m875.obj,RectangleTable,m875.obj,"[0.06887 0.12864 0.10978 0.07883 0.0638  0.05621 0.05568 0.05851 0.06391
 0.06176 0.05598 0.04371 0.03654 0.03119 0.0258  0.0207  0.01627 0.01264
 0.00815 0.00303]"
database_normalized\RectangleTable\m876.obj,RectangleTable,m876.obj,"[0.04161 0.07475 0.08166 0.09378 0.10563 0.10478 0.09018 0.07839 0.06937
 0.05964 0.04811 0.03783 0.03032 0.02381 0.01805 0.01458 0.01118 0.00847
 0.00571 0.00215]"
database_normalized\RectangleTable\m877.obj,RectangleTable,m877.obj,"[0.08299 0.10004 0.09723 0.08928 0.08546 0.07778 0.0689  0.0605  0.05229
 0.04708 0.04034 0.03472 0.03011 0.02672 0.02313 0.02123 0.01931 0.0186
 0.01609 0.0082 ]"
database_normalized\RectangleTable\m878.obj,RectangleTable,m878.obj,"[0.05024 0.05604 0.05961 0.07429 0.1154  0.12666 0.10682 0.0838  0.06657
 0.06689 0.0632  0.04163 0.02795 0.01967 0.0133  0.00874 0.00702 0.00539
 0.00461 0.00217]"
database_normalized\RectangleTable\m879.obj,RectangleTable,m879.obj,"[0.06475 0.08146 0.11292 0.09169 0.06625 0.05991 0.06704 0.07819 0.07513
 0.07771 0.06334 0.04342 0.03165 0.02501 0.01974 0.01449 0.01106 0.0079
 0.00561 0.00273]"
database_normalized\RectangleTable\m881.obj,RectangleTable,m881.obj,"[0.06171 0.11011 0.11103 0.09675 0.08012 0.06677 0.05751 0.05354 0.0543
 0.052   0.04749 0.04275 0.03773 0.03195 0.02821 0.02293 0.01772 0.01458
 0.00916 0.00364]"
database_normalized\RectangleTable\m882.obj,RectangleTable,m882.obj,"[0.06918 0.08769 0.09046 0.09299 0.0911  0.08742 0.07663 0.06574 0.05589
 0.0528  0.04926 0.03862 0.03193 0.02627 0.02199 0.01785 0.01498 0.01371
 0.01063 0.00486]"
database_normalized\RectangleTable\m883.obj,RectangleTable,m883.obj,"[0.0349  0.0687  0.08327 0.09262 0.10886 0.10861 0.09505 0.07933 0.06988
 0.06161 0.05259 0.04024 0.03042 0.0229  0.01699 0.01305 0.00959 0.00622
 0.00371 0.00146]"
database_normalized\RectangleTable\m886.obj,RectangleTable,m886.obj,"[0.04662 0.07121 0.08659 0.10146 0.10609 0.09845 0.08871 0.07568 0.0654
 0.05408 0.04508 0.03596 0.03005 0.02393 0.02033 0.01543 0.01262 0.00955
 0.00769 0.00507]"
database_normalized\RectangleTable\m887.obj,RectangleTable,m887.obj,"[0.04182 0.07926 0.0996  0.09965 0.09829 0.09125 0.08242 0.07181 0.06541
 0.05713 0.04806 0.04015 0.0324  0.02541 0.02013 0.01665 0.01248 0.00958
 0.00608 0.00242]"
database_normalized\RectangleTable\m888.obj,RectangleTable,m888.obj,"[0.0599  0.09994 0.10794 0.10504 0.08475 0.07057 0.06123 0.0561  0.05386
 0.05156 0.0479  0.04101 0.03681 0.03181 0.02632 0.02215 0.01751 0.01357
 0.0087  0.00333]"
database_normalized\RectangleTable\m889.obj,RectangleTable,m889.obj,"[0.06103 0.0791  0.0834  0.09433 0.09601 0.0872  0.08242 0.07486 0.0682
 0.05837 0.04934 0.03872 0.03123 0.0239  0.01922 0.01557 0.01339 0.0108
 0.00909 0.00382]"
database_normalized\RectangleTable\m890.obj,RectangleTable,m890.obj,"[0.04479 0.0825  0.09245 0.10089 0.09808 0.08967 0.08113 0.07499 0.06544
 0.05735 0.04747 0.04024 0.03218 0.02549 0.02002 0.01687 0.0127  0.00932
 0.00602 0.0024 ]"
database_normalized\RectangleTable\m891.obj,RectangleTable,m891.obj,"[0.06193 0.09411 0.10172 0.09873 0.0737  0.06553 0.06968 0.07113 0.06657
 0.06744 0.05616 0.04084 0.032   0.02509 0.02296 0.01806 0.0144  0.01087
 0.00676 0.00232]"
database_normalized\RectangleTable\m892.obj,RectangleTable,m892.obj,"[0.04023 0.06944 0.09405 0.10149 0.10115 0.09494 0.08618 0.0771  0.06814
 0.05814 0.05164 0.04125 0.03228 0.02522 0.01929 0.01403 0.00995 0.00743
 0.00532 0.00273]"
database_normalized\RectangleTable\m893.obj,RectangleTable,m893.obj,"[0.04648 0.05726 0.0674  0.09212 0.10299 0.10661 0.10466 0.08721 0.07591
 0.07218 0.05978 0.04113 0.02862 0.01864 0.01294 0.00893 0.00653 0.00436
 0.00347 0.00278]"
database_normalized\RectangleTable\m894.obj,RectangleTable,m894.obj,"[0.06229 0.09464 0.096   0.09295 0.08983 0.08408 0.0749  0.06652 0.05918
 0.05083 0.04371 0.03617 0.03207 0.02669 0.02383 0.0203  0.01685 0.0137
 0.01063 0.00483]"
database_normalized\RectangleTable\m895.obj,RectangleTable,m895.obj,"[0.07332 0.10532 0.10179 0.0938  0.0834  0.07158 0.06616 0.0614  0.05361
 0.04801 0.04373 0.03766 0.03111 0.02811 0.02456 0.02223 0.01877 0.01676
 0.01286 0.00582]"
database_normalized\RectangleTable\m896.obj,RectangleTable,m896.obj,"[0.02884 0.05844 0.07467 0.08896 0.10393 0.11426 0.11081 0.09368 0.08018
 0.06823 0.05324 0.04041 0.02841 0.01918 0.01277 0.00886 0.00643 0.00446
 0.00288 0.00136]"
database_normalized\RectangleTable\m897.obj,RectangleTable,m897.obj,"[0.06769 0.10218 0.09472 0.09445 0.07747 0.0668  0.06456 0.06429 0.06326
 0.06736 0.06081 0.0435  0.03327 0.02664 0.0225  0.01743 0.01292 0.00981
 0.00721 0.00313]"
database_normalized\RectangleTable\m898.obj,RectangleTable,m898.obj,"[0.05206 0.07959 0.10859 0.10625 0.08789 0.07756 0.07041 0.06862 0.0644
 0.06042 0.0517  0.03955 0.03347 0.02602 0.0217  0.0176  0.01422 0.00962
 0.00647 0.00386]"
database_normalized\RectangleTable\m901.obj,RectangleTable,m901.obj,"[0.04221 0.06185 0.06805 0.09282 0.10634 0.10536 0.09867 0.08524 0.07626
 0.07188 0.05927 0.04109 0.02868 0.01994 0.0142  0.01075 0.00776 0.00513
 0.00348 0.00102]"
database_normalized\RectangleTable\m902.obj,RectangleTable,m902.obj,"[0.04599 0.07758 0.10301 0.09643 0.08226 0.0709  0.07513 0.08047 0.08338
 0.07436 0.06088 0.04276 0.03045 0.02295 0.01697 0.0134  0.01011 0.00726
 0.00432 0.00139]"
database_normalized\RectangleTable\m904.obj,RectangleTable,m904.obj,"[0.04751 0.08245 0.10229 0.10387 0.08833 0.07887 0.07176 0.07086 0.06703
 0.06282 0.05535 0.0441  0.03423 0.02678 0.02115 0.01576 0.0113  0.00761
 0.00543 0.0025 ]"
database_normalized\RectangleTable\m905.obj,RectangleTable,m905.obj,"[0.07097 0.08449 0.08751 0.09497 0.09533 0.09039 0.07895 0.06284 0.05334
 0.04969 0.04823 0.04117 0.03382 0.02722 0.02182 0.0169  0.01436 0.01158
 0.01061 0.00581]"
database_normalized\RectangleTable\m906.obj,RectangleTable,m906.obj,"[0.0609  0.09021 0.10798 0.09649 0.0868  0.07317 0.06707 0.06396 0.05789
 0.05551 0.05099 0.04377 0.03813 0.03088 0.02338 0.01822 0.01415 0.01051
 0.00675 0.00324]"
database_normalized\RectangleTable\m907.obj,RectangleTable,m907.obj,"[0.09432 0.06605 0.07826 0.11227 0.09596 0.07801 0.0677  0.05874 0.05375
 0.05694 0.05315 0.04089 0.03201 0.02653 0.02306 0.01818 0.01242 0.00852
 0.00926 0.01398]"
database_normalized\RectangleTable\m908.obj,RectangleTable,m908.obj,"[0.05172 0.07997 0.1091  0.1053  0.08937 0.07513 0.07191 0.06878 0.06369
 0.06066 0.0512  0.04016 0.03237 0.02656 0.02183 0.01781 0.01448 0.00957
 0.00635 0.00404]"
database_normalized\RectangleTable\m910.obj,RectangleTable,m910.obj,"[0.06684 0.08771 0.09393 0.09792 0.09337 0.08313 0.07289 0.0652  0.05741
 0.05148 0.04435 0.03821 0.03317 0.02774 0.02191 0.01869 0.01484 0.01293
 0.01083 0.00745]"
database_normalized\RectangleTable\m912.obj,RectangleTable,m912.obj,"[0.07521 0.10885 0.11091 0.10268 0.08226 0.06497 0.05679 0.05076 0.04539
 0.04441 0.04295 0.03917 0.03585 0.03104 0.02843 0.02475 0.02112 0.01676
 0.01238 0.00532]"
database_normalized\RectangleTable\m913.obj,RectangleTable,m913.obj,"[0.04402 0.06768 0.07834 0.09758 0.10427 0.10209 0.08983 0.07862 0.07007
 0.06382 0.05553 0.04236 0.03166 0.02256 0.0166  0.01265 0.00916 0.0071
 0.00446 0.0016 ]"
database_normalized\RectangleTable\m914.obj,RectangleTable,m914.obj,"[0.08625 0.12158 0.11439 0.08271 0.06551 0.05502 0.04983 0.0519  0.05346
 0.05358 0.04884 0.04069 0.03518 0.03037 0.0289  0.02579 0.02242 0.01791
 0.01107 0.0046 ]"
database_normalized\RectangleTable\m915.obj,RectangleTable,m915.obj,"[0.06869 0.09562 0.10327 0.10052 0.08747 0.07288 0.06292 0.057   0.05461
 0.05501 0.0489  0.04043 0.03414 0.02976 0.02401 0.02015 0.01676 0.01308
 0.00994 0.00484]"
database_normalized\RectangleTable\m917.obj,RectangleTable,m917.obj,"[0.06544 0.08697 0.09146 0.10083 0.08484 0.0709  0.07779 0.06605 0.0627
 0.06617 0.05582 0.03851 0.03103 0.0248  0.02156 0.01796 0.01433 0.01133
 0.00763 0.00388]"
database_normalized\RectangleTable\m919.obj,RectangleTable,m919.obj,"[0.05044 0.08407 0.0896  0.09166 0.09838 0.09623 0.08326 0.07098 0.05827
 0.05531 0.05166 0.04251 0.03386 0.02655 0.02009 0.01537 0.01179 0.0098
 0.00718 0.00299]"
database_normalized\RectangleTable\m920.obj,RectangleTable,m920.obj,"[0.06199 0.08314 0.08697 0.09093 0.09228 0.09087 0.08357 0.07424 0.06459
 0.05622 0.04691 0.03776 0.0312  0.02506 0.01937 0.017   0.01418 0.01138
 0.00863 0.00371]"
database_normalized\Rocket\D00015.obj,Rocket,D00015.obj,"[0.15221 0.17533 0.09253 0.05964 0.04701 0.04087 0.03754 0.03497 0.03471
 0.03387 0.03076 0.02782 0.02728 0.02708 0.02884 0.03257 0.0367  0.03937
 0.02974 0.01116]"
database_normalized\Rocket\D00343.obj,Rocket,D00343.obj,"[0.15039 0.16928 0.09366 0.06281 0.04976 0.0434  0.03843 0.03332 0.03448
 0.03669 0.02943 0.02713 0.02706 0.02892 0.03082 0.03343 0.03589 0.03711
 0.02791 0.01008]"
database_normalized\Rocket\D00346.obj,Rocket,D00346.obj,"[0.15501 0.11219 0.06132 0.05558 0.0569  0.05628 0.05533 0.05666 0.06115
 0.07276 0.05316 0.04078 0.0304  0.02512 0.02255 0.01907 0.01837 0.02017
 0.02013 0.00707]"
database_normalized\Rocket\D00354.obj,Rocket,D00354.obj,"[0.04929 0.09602 0.10736 0.10655 0.09361 0.07969 0.06651 0.05857 0.05165
 0.04872 0.04381 0.03997 0.03608 0.03336 0.03052 0.02674 0.01769 0.00931
 0.00346 0.00109]"
database_normalized\Rocket\D00426.obj,Rocket,D00426.obj,"[0.17113 0.18784 0.09518 0.05963 0.04423 0.03367 0.02938 0.02479 0.02436
 0.02287 0.02205 0.02271 0.02572 0.02852 0.03247 0.03779 0.04494 0.04329
 0.0349  0.01453]"
database_normalized\Rocket\D00428.obj,Rocket,D00428.obj,"[0.13261 0.17792 0.11269 0.07064 0.05179 0.03905 0.03235 0.02936 0.02605
 0.02842 0.02668 0.02684 0.02874 0.0306  0.03457 0.03861 0.04115 0.03752
 0.02579 0.00862]"
database_normalized\Rocket\D00433.obj,Rocket,D00433.obj,"[0.07707 0.13366 0.1212  0.09307 0.07189 0.05875 0.05127 0.04508 0.04195
 0.03782 0.03727 0.03473 0.0325  0.03276 0.03165 0.03069 0.02639 0.02103
 0.01554 0.00568]"
database_normalized\Rocket\D00437.obj,Rocket,D00437.obj,"[0.24883 0.14902 0.08073 0.04844 0.03408 0.02625 0.02378 0.02327 0.02346
 0.02625 0.02601 0.02286 0.02361 0.0238  0.02699 0.03247 0.04001 0.04875
 0.0478  0.02359]"
database_normalized\Rocket\D00472.obj,Rocket,D00472.obj,"[0.12586 0.18259 0.10431 0.069   0.05193 0.04206 0.03582 0.03326 0.02966
 0.02864 0.02791 0.02842 0.02894 0.03253 0.03568 0.03847 0.03828 0.03403
 0.02401 0.0086 ]"
database_normalized\Rocket\D00485.obj,Rocket,D00485.obj,"[0.33142 0.12762 0.05703 0.0341  0.02411 0.02058 0.01907 0.01839 0.01852
 0.04083 0.02326 0.0142  0.01493 0.01661 0.01826 0.02261 0.02854 0.04297
 0.07293 0.05402]"
database_normalized\Rocket\D00528.obj,Rocket,D00528.obj,"[0.06846 0.13125 0.12617 0.09849 0.07322 0.05825 0.04862 0.04195 0.03871
 0.03821 0.03583 0.03476 0.03459 0.03607 0.03566 0.03525 0.03268 0.02276
 0.00759 0.00148]"
database_normalized\Rocket\D00564.obj,Rocket,D00564.obj,"[0.11788 0.08908 0.06308 0.06893 0.08183 0.08482 0.073   0.06577 0.05685
 0.05555 0.05033 0.04016 0.03238 0.02835 0.02442 0.02121 0.01865 0.01351
 0.00943 0.00477]"
database_normalized\Rocket\D00585.obj,Rocket,D00585.obj,"[0.09313 0.15866 0.11897 0.08091 0.06127 0.05121 0.04433 0.03987 0.03625
 0.03418 0.03318 0.0325  0.03346 0.03408 0.03421 0.0342  0.03154 0.02471
 0.01663 0.00671]"
database_normalized\Rocket\D00614.obj,Rocket,D00614.obj,"[0.22665 0.17044 0.0798  0.04993 0.0368  0.02957 0.02749 0.02466 0.02456
 0.02524 0.02243 0.02047 0.02143 0.02272 0.02578 0.03148 0.03803 0.05024
 0.0495  0.02278]"
database_normalized\Rocket\D00697.obj,Rocket,D00697.obj,"[0.21176 0.15541 0.07717 0.05512 0.04473 0.03647 0.03124 0.02976 0.0281
 0.02759 0.02546 0.02367 0.02487 0.02664 0.02921 0.03396 0.03875 0.04425
 0.03798 0.01786]"
database_normalized\Rocket\D00719.obj,Rocket,D00719.obj,"[0.12939 0.16231 0.10848 0.05978 0.04738 0.04425 0.04137 0.04152 0.04079
 0.04029 0.03549 0.03178 0.02884 0.02866 0.02793 0.03052 0.03399 0.03236
 0.02522 0.00965]"
database_normalized\Rocket\D00764.obj,Rocket,D00764.obj,"[0.21254 0.16074 0.08551 0.05848 0.04173 0.03364 0.02757 0.02347 0.02424
 0.03136 0.02236 0.01996 0.0224  0.0258  0.02846 0.03214 0.03855 0.04578
 0.04484 0.02043]"
database_normalized\Rocket\D00851.obj,Rocket,D00851.obj,"[0.13254 0.17924 0.11173 0.07014 0.04929 0.04047 0.0321  0.0302  0.02821
 0.02749 0.0267  0.02747 0.02865 0.03149 0.03375 0.03865 0.04081 0.03687
 0.02565 0.00855]"
database_normalized\Rocket\D00942.obj,Rocket,D00942.obj,"[0.24295 0.12942 0.06303 0.04865 0.04546 0.04184 0.03782 0.03425 0.03179
 0.03298 0.02806 0.02464 0.02499 0.02415 0.024   0.02601 0.03061 0.03764
 0.04468 0.02703]"
database_normalized\Rocket\D00975.obj,Rocket,D00975.obj,"[0.14522 0.14695 0.10077 0.07498 0.05529 0.04437 0.03695 0.03252 0.03213
 0.03183 0.02964 0.0273  0.03007 0.03398 0.03854 0.0448  0.04392 0.02951
 0.01609 0.00514]"
database_normalized\RoundTable\D00083.obj,RoundTable,D00083.obj,"[0.04567 0.08484 0.09355 0.08292 0.06727 0.07794 0.0948  0.09889 0.0921
 0.07087 0.05446 0.03955 0.0269  0.01841 0.01455 0.01162 0.00952 0.00772
 0.00586 0.00256]"
database_normalized\RoundTable\D00094.obj,RoundTable,D00094.obj,"[0.06113 0.05947 0.07404 0.08868 0.10059 0.10585 0.09466 0.08272 0.07064
 0.06046 0.05262 0.04298 0.02761 0.02164 0.0175  0.0123  0.00945 0.00811
 0.00619 0.00336]"
database_normalized\RoundTable\D00107.obj,RoundTable,D00107.obj,"[0.04965 0.07328 0.08395 0.08869 0.0944  0.09844 0.09541 0.08391 0.07156
 0.05971 0.0491  0.03961 0.03035 0.02271 0.01682 0.01363 0.01045 0.00837
 0.00624 0.00372]"
database_normalized\RoundTable\D00194.obj,RoundTable,D00194.obj,"[0.04278 0.06433 0.08812 0.10488 0.10991 0.10051 0.08945 0.07838 0.06362
 0.05363 0.04687 0.03782 0.02955 0.02543 0.01976 0.01498 0.01155 0.00926
 0.00644 0.00273]"
database_normalized\RoundTable\D00344.obj,RoundTable,D00344.obj,"[0.06329 0.08803 0.08931 0.09444 0.09431 0.08872 0.07922 0.07098 0.05959
 0.04993 0.04301 0.03667 0.0307  0.02527 0.02171 0.01776 0.01609 0.01421
 0.01138 0.00538]"
database_normalized\RoundTable\D00401.obj,RoundTable,D00401.obj,"[0.04162 0.06842 0.08193 0.09315 0.10077 0.1054  0.10123 0.08933 0.07181
 0.05744 0.04681 0.03677 0.02779 0.0212  0.01648 0.01191 0.00969 0.00813
 0.00671 0.00341]"
database_normalized\RoundTable\D00407.obj,RoundTable,D00407.obj,"[0.04272 0.07305 0.09436 0.10643 0.10323 0.09432 0.08546 0.07319 0.06303
 0.0533  0.04561 0.03864 0.03142 0.02635 0.01983 0.01632 0.01232 0.00989
 0.00716 0.00337]"
database_normalized\RoundTable\D00492.obj,RoundTable,D00492.obj,"[0.05514 0.07251 0.09065 0.09848 0.08099 0.07962 0.0833  0.0813  0.07523
 0.06854 0.05847 0.04333 0.03079 0.02415 0.01811 0.01414 0.01113 0.00765
 0.00465 0.00182]"
database_normalized\RoundTable\D00501.obj,RoundTable,D00501.obj,"[0.05615 0.08292 0.09361 0.09505 0.09397 0.09001 0.07906 0.06931 0.06101
 0.05696 0.04904 0.04022 0.03166 0.02665 0.02079 0.01664 0.01413 0.012
 0.00784 0.00298]"
database_normalized\RoundTable\D00503.obj,RoundTable,D00503.obj,"[0.08324 0.12581 0.10607 0.06532 0.04707 0.04592 0.05856 0.08232 0.08719
 0.07131 0.0514  0.03521 0.02744 0.0221  0.02084 0.01998 0.01875 0.01632
 0.01098 0.00417]"
database_normalized\RoundTable\D00524.obj,RoundTable,D00524.obj,"[0.0491  0.08249 0.08487 0.08904 0.0973  0.09772 0.0839  0.07342 0.06844
 0.06106 0.05341 0.04108 0.03195 0.02334 0.01871 0.01523 0.01109 0.00868
 0.00607 0.0031 ]"
database_normalized\RoundTable\D00581.obj,RoundTable,D00581.obj,"[0.04758 0.07599 0.08134 0.09552 0.10402 0.09972 0.08615 0.07935 0.06587
 0.0529  0.04697 0.03676 0.02972 0.02492 0.02098 0.0172  0.01356 0.01104
 0.00752 0.00289]"
database_normalized\RoundTable\D00646.obj,RoundTable,D00646.obj,"[0.05878 0.06776 0.07471 0.09701 0.1081  0.10323 0.08547 0.07341 0.06446
 0.05676 0.04825 0.04214 0.03054 0.02433 0.01817 0.01418 0.01068 0.00925
 0.00789 0.00488]"
database_normalized\RoundTable\D00649.obj,RoundTable,D00649.obj,"[0.07289 0.08234 0.08481 0.08275 0.08733 0.09436 0.09056 0.07797 0.06298
 0.05144 0.04151 0.03445 0.0282  0.02333 0.01903 0.01608 0.01426 0.01335
 0.01221 0.01015]"
database_normalized\RoundTable\D00702.obj,RoundTable,D00702.obj,"[0.04116 0.0653  0.08748 0.09699 0.10402 0.10732 0.09192 0.0802  0.06862
 0.05692 0.04678 0.03602 0.02811 0.02427 0.02003 0.01617 0.01146 0.00898
 0.00566 0.00259]"
database_normalized\RoundTable\D00756.obj,RoundTable,D00756.obj,"[0.09061 0.12001 0.10263 0.07377 0.058   0.05058 0.05517 0.08047 0.08512
 0.06346 0.04018 0.02751 0.0233  0.02263 0.0226  0.02388 0.02172 0.0187
 0.01375 0.00591]"
database_normalized\RoundTable\D00827.obj,RoundTable,D00827.obj,"[0.04229 0.07989 0.09449 0.09271 0.0855  0.08974 0.09007 0.08354 0.07478
 0.06258 0.052   0.04133 0.03045 0.02191 0.01674 0.01368 0.01133 0.00826
 0.00583 0.00288]"
database_normalized\RoundTable\D00866.obj,RoundTable,D00866.obj,"[0.0492  0.06757 0.07485 0.08734 0.10771 0.10786 0.09468 0.0774  0.06604
 0.06162 0.05494 0.04207 0.03124 0.02236 0.01575 0.0121  0.00962 0.00879
 0.00591 0.00295]"
database_normalized\RoundTable\D00909.obj,RoundTable,D00909.obj,"[0.056   0.09054 0.08657 0.08247 0.07415 0.07257 0.09137 0.10155 0.0853
 0.06543 0.04794 0.03519 0.02611 0.02013 0.01672 0.01451 0.01255 0.01071
 0.00693 0.00326]"
database_normalized\RoundTable\D00948.obj,RoundTable,D00948.obj,"[0.05629 0.089   0.10155 0.08913 0.06961 0.06824 0.085   0.09379 0.08075
 0.06601 0.05044 0.03431 0.02511 0.01979 0.01651 0.01546 0.0142  0.01233
 0.00864 0.00384]"
database_normalized\RoundTable\m921.obj,RoundTable,m921.obj,"[0.06001 0.0502  0.06024 0.08727 0.11857 0.1248  0.08947 0.07343 0.06836
 0.06925 0.05519 0.0448  0.02967 0.02077 0.01514 0.01084 0.00784 0.00677
 0.00503 0.00235]"
database_normalized\RoundTable\m922.obj,RoundTable,m922.obj,"[0.04294 0.07659 0.08651 0.09635 0.1013  0.0962  0.08701 0.07949 0.07159
 0.05924 0.04734 0.03799 0.02956 0.024   0.01902 0.01543 0.01251 0.00885
 0.00589 0.00219]"
database_normalized\RoundTable\m923.obj,RoundTable,m923.obj,"[0.05803 0.08395 0.09055 0.09662 0.09644 0.09014 0.08125 0.07163 0.06016
 0.05257 0.04502 0.0363  0.03001 0.02493 0.02079 0.01749 0.01547 0.01314
 0.01047 0.00504]"
database_normalized\RoundTable\m924.obj,RoundTable,m924.obj,"[0.03874 0.06808 0.09414 0.1053  0.10318 0.09783 0.08546 0.07557 0.06448
 0.05816 0.04962 0.04058 0.03238 0.02588 0.02016 0.0143  0.01021 0.00755
 0.00539 0.00299]"
database_normalized\RoundTable\m925.obj,RoundTable,m925.obj,"[0.03658 0.05789 0.08073 0.10135 0.11038 0.10996 0.10021 0.08338 0.06834
 0.05766 0.04968 0.03862 0.02978 0.02312 0.01716 0.01241 0.00898 0.00671
 0.00465 0.00241]"
database_normalized\RoundTable\m926.obj,RoundTable,m926.obj,"[0.03787 0.05963 0.0842  0.10342 0.10884 0.10449 0.09295 0.08194 0.06941
 0.05926 0.04833 0.03785 0.03189 0.02379 0.01761 0.01415 0.0093  0.00704
 0.00472 0.00331]"
database_normalized\RoundTable\m927.obj,RoundTable,m927.obj,"[0.0589  0.09282 0.09807 0.09681 0.09098 0.08323 0.07547 0.06833 0.05832
 0.05334 0.04423 0.03549 0.03044 0.02641 0.02307 0.01934 0.01658 0.01344
 0.01006 0.00467]"
database_normalized\RoundTable\m928.obj,RoundTable,m928.obj,"[0.04504 0.06256 0.08499 0.1026  0.10588 0.10309 0.09234 0.07815 0.06996
 0.05723 0.0473  0.03621 0.02872 0.02317 0.01893 0.01522 0.01167 0.0086
 0.00593 0.00241]"
database_normalized\RoundTable\m929.obj,RoundTable,m929.obj,"[0.04628 0.06187 0.0859  0.10536 0.11089 0.10129 0.08929 0.07696 0.06381
 0.05428 0.04666 0.03718 0.02958 0.02547 0.02049 0.0155  0.0119  0.00941
 0.00565 0.00223]"
